fecha,indicativo,nombre,provincia,lat,lon,tmax,tmin,tmed,prec,racha,velmedia
2025-01-17,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.5,3.2,9.9,0.0,11.2,10.1
2025-01-18,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.0,10.8,13.4,0.0,25.4,5.7
2025-01-19,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.1,10.4,13.8,0.0,38.1,4.7
2025-01-20,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.6,6.4,9.5,5.6,37.7,13.5
2025-01-21,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.0,5.4,11.2,1.7,25.9,5.9
2025-01-22,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.2,3.2,10.2,4.9,37.0,10.6
2025-01-23,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,14.9,6.4,10.7,2.6,36.6,12.4
2025-01-24,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.2,10.3,13.3,1.9,14.8,13.8
2025-01-25,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.0,9.9,12.4,1.9,10.2,4.9
2025-01-26,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.1,9.1,15.1,0.0,29.6,5.7
2025-01-27,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.6,11.3,14.9,4.5,29.5,13.2
2025-01-28,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.2,10.5,15.9,0.0,12.8,7.4
2025-01-29,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.9,5.4,9.2,0.8,36.8,10.6
2025-01-30,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.4,12.3,17.3,2.0,27.3,8.9
2025-01-31,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.8,4.5,10.7,0.0,38.2,14.4
2025-02-01,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.6,13.9,18.2,2.4,10.5,14.1
2025-02-02,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.2,7.6,14.9,0.0,35.5,6.8
2025-02-03,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,14.8,4.2,9.5,0.0,38.1,11.4
2025-02-04,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.4,9.4,12.4,1.2,36.3,11.9
2025-02-05,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,23.1,11.1,17.1,0.0,20.8,6.5
2025-02-06,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,25.6,12.5,19.1,2.5,33.9,10.8
2025-02-07,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,24.1,11.1,17.6,12.6,36.7,7.1
2025-02-08,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.8,6.9,9.9,0.0,24.0,9.5
2025-02-09,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.6,5.7,11.2,1.2,10.9,3.4
2025-02-10,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.3,12.7,17.0,1.2,33.1,5.6
2025-02-11,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.0,10.1,13.0,0.0,11.6,9.4
2025-02-12,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.4,9.0,14.7,0.0,33.9,6.2
2025-02-13,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,13.5,7.7,10.6,1.6,10.8,14.6
2025-02-14,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,24.8,12.9,18.8,0.0,14.7,6.0
2025-02-15,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.3,9.1,15.2,0.0,29.8,6.4
2025-02-16,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,26.8,14.4,20.6,7.4,22.6,6.0
2025-02-17,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.2,6.6,12.9,4.1,10.4,4.4
2025-02-18,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,8.0,2.6,5.3,2.3,24.2,4.2
2025-02-19,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.1,8.4,13.3,3.3,15.2,8.2
2025-02-20,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.3,7.2,12.8,0.0,21.2,10.5
2025-02-21,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.1,8.5,15.3,1.4,29.8,5.0
2025-02-22,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,14.3,2.9,8.6,1.2,38.2,9.9
2025-02-23,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.5,7.0,12.8,0.0,23.7,9.5
2025-02-24,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,23.1,14.2,18.7,1.8,12.1,6.8
2025-02-25,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.2,13.0,15.6,0.0,34.4,6.4
2025-02-26,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.5,3.5,9.5,3.7,32.1,12.6
2025-02-27,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.4,5.7,9.1,1.9,32.5,12.7
2025-02-28,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,24.0,14.9,19.4,4.8,20.2,14.2
2025-03-01,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.4,13.2,17.8,0.0,32.5,12.1
2025-03-02,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.4,3.3,10.4,4.9,19.6,13.7
2025-03-03,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.2,7.1,9.6,1.1,37.2,4.1
2025-03-04,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.7,6.2,13.4,1.3,29.0,8.4
2025-03-05,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,14.1,5.8,10.0,2.8,30.2,12.0
2025-03-06,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,25.2,12.3,18.7,1.0,11.7,9.6
2025-03-07,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.6,7.7,14.7,0.0,20.5,4.4
2025-03-08,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.5,3.9,10.2,0.0,12.5,11.4
2025-03-09,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.2,2.9,9.6,1.7,31.2,4.0
2025-03-10,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.0,3.1,10.5,0.0,34.4,14.4
2025-03-11,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,27.4,14.8,21.1,0.0,21.3,4.0
2025-03-12,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.7,12.1,17.4,3.6,13.3,8.9
2025-03-13,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,11.8,2.1,7.0,0.5,11.7,4.4
2025-03-14,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.0,3.5,9.3,2.6,38.9,7.5
2025-03-15,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.4,5.7,12.6,5.6,16.7,14.6
2025-03-16,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.9,2.2,9.5,1.7,12.2,9.6
2025-03-17,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,24.8,14.6,19.7,1.0,28.9,11.3
2025-03-18,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.2,7.9,13.5,3.6,11.4,6.4
2025-03-19,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,28.3,14.4,21.3,1.6,23.7,10.4
2025-03-20,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.5,5.6,9.0,0.0,27.5,3.9
2025-03-21,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,29.5,14.7,22.1,0.0,30.9,9.4
2025-03-22,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.2,6.0,12.6,0.0,37.3,12.9
2025-03-23,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,26.6,14.3,20.5,2.5,28.4,8.0
2025-03-24,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,27.8,14.1,21.0,4.5,39.6,4.8
2025-03-25,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.5,9.7,14.1,0.0,39.1,13.1
2025-03-26,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.6,12.9,17.7,0.0,11.7,13.4
2025-03-27,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,27.6,12.6,20.1,0.0,39.9,9.7
2025-03-28,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,26.4,12.0,19.2,0.0,23.5,4.5
2025-03-29,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,25.5,14.4,19.9,2.9,16.9,11.1
2025-03-30,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.6,10.0,14.3,2.0,25.6,12.3
2025-03-31,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.3,8.8,15.5,0.0,26.6,9.7
2025-04-01,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.4,13.4,17.9,2.9,31.1,5.6
2025-04-02,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,8.9,3.8,6.3,5.1,20.5,10.1
2025-04-03,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.5,7.1,11.8,0.2,25.4,12.4
2025-04-04,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.4,7.2,12.8,3.2,35.9,14.4
2025-04-05,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.2,3.9,11.0,0.0,23.8,14.8
2025-04-06,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.7,8.4,12.5,0.8,29.0,5.9
2025-04-07,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,9.3,3.0,6.1,2.1,15.5,7.1
2025-04-08,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,23.4,13.7,18.5,0.0,30.0,5.1
2025-04-09,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,9.9,4.5,7.2,0.0,15.3,4.1
2025-04-10,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,13.2,3.6,8.4,0.0,16.2,7.4
2025-04-11,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.4,8.5,14.5,0.0,36.2,14.1
2025-04-12,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,10.6,2.8,6.7,1.6,34.2,12.0
2025-04-13,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,11.5,4.4,7.9,0.2,28.5,7.4
2025-04-14,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.5,8.0,14.3,0.0,11.1,6.0
2025-04-15,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,25.2,11.3,18.2,10.2,13.2,8.4
2025-04-16,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.3,8.9,12.6,4.4,18.1,7.5
2025-04-17,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,10.5,2.3,6.4,0.0,13.6,13.7
2025-04-18,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.5,9.7,15.6,0.0,33.7,9.0
2025-04-19,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,13.5,3.1,8.3,5.6,22.9,4.5
2025-04-20,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,14.3,5.7,10.0,2.6,29.4,9.8
2025-04-21,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.5,6.6,14.1,0.0,13.1,4.8
2025-04-22,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,11.8,5.2,8.5,2.7,15.6,6.4
2025-04-23,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.2,4.3,11.2,1.1,22.3,14.8
2025-04-24,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.4,3.5,7.9,0.0,39.1,13.4
2025-04-25,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.2,12.6,16.4,2.5,37.9,9.7
2025-04-26,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.2,9.4,13.3,0.0,33.1,5.2
2025-04-27,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.5,6.2,10.8,0.0,13.4,10.3
2025-04-28,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.6,5.8,11.2,1.1,14.6,8.8
2025-04-29,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,14.4,8.9,11.7,0.0,11.9,14.9
2025-04-30,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.3,6.2,12.7,0.0,17.6,11.2
2025-05-01,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.8,11.9,17.4,0.0,20.5,14.2
2025-05-02,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,27.4,12.8,20.1,0.0,13.7,11.8
2025-05-03,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.0,14.2,17.6,1.3,27.2,13.1
2025-05-04,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.8,3.8,10.3,0.5,16.0,5.0
2025-05-05,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.3,4.1,10.7,1.9,20.8,13.5
2025-05-06,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.3,7.1,13.7,7.2,23.2,7.5
2025-05-07,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.0,8.0,12.0,1.1,17.0,13.8
2025-05-08,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.4,7.0,12.2,6.0,37.2,10.5
2025-05-09,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.9,3.5,10.7,0.0,14.2,12.5
2025-05-10,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.4,10.1,15.2,4.4,36.8,12.5
2025-05-11,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.1,4.0,8.0,3.5,11.0,9.8
2025-05-12,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,25.7,11.9,18.8,0.0,20.3,12.9
2025-05-13,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.9,3.4,10.2,0.2,33.9,4.8
2025-05-14,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.2,5.0,11.1,0.0,31.6,10.7
2025-05-15,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.4,11.0,16.2,0.0,15.4,13.9
2025-05-16,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.6,9.6,14.1,0.0,23.9,14.4
2025-05-17,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,14.9,4.0,9.4,8.3,10.5,13.5
2025-05-18,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,24.8,14.1,19.4,1.4,30.9,14.1
2025-05-19,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.7,11.2,14.5,6.6,22.7,11.8
2025-05-20,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,28.4,14.1,21.3,5.0,23.5,4.4
2025-05-21,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,28.2,14.8,21.5,1.2,27.7,7.8
2025-05-22,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,11.1,2.7,6.9,4.3,34.1,3.1
2025-05-23,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.3,6.3,10.8,3.5,20.4,7.2
2025-05-24,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.1,11.6,16.3,1.2,16.7,8.4
2025-05-25,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,10.6,3.8,7.2,0.0,37.4,7.3
2025-05-26,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.9,9.5,15.2,0.8,10.4,11.0
2025-05-27,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.9,4.3,11.6,0.2,12.6,15.0
2025-05-28,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.5,8.5,14.0,0.0,12.0,12.0
2025-05-29,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.7,4.7,11.7,0.0,11.1,8.7
2025-05-30,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.0,9.3,12.2,0.0,33.3,8.4
2025-05-31,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.2,8.8,13.5,4.7,14.7,5.2
2025-06-01,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,27.7,13.2,20.4,0.0,21.2,6.2
2025-06-02,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.5,10.4,14.9,3.8,10.8,5.7
2025-06-03,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.7,5.0,10.9,4.8,10.6,4.2
2025-06-04,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.2,12.4,15.8,0.0,13.0,5.9
2025-06-05,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,24.9,11.4,18.2,3.1,34.9,7.8
2025-06-06,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.7,10.7,14.2,2.8,10.4,4.0
2025-06-07,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,10.0,4.7,7.3,0.1,15.4,10.0
2025-06-08,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.4,7.5,14.4,0.0,17.8,7.6
2025-06-09,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.4,9.7,13.5,4.1,28.7,7.9
2025-06-10,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.5,9.2,13.9,1.6,32.9,4.7
2025-06-11,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,23.2,13.3,18.2,0.7,36.8,12.6
2025-06-12,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.8,7.5,10.1,1.9,29.0,6.1
2025-06-13,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.2,3.8,10.5,0.0,39.5,9.3
2025-06-14,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.0,4.2,8.1,1.6,18.2,9.7
2025-06-15,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,23.8,10.5,17.1,0.0,16.2,3.1
2025-06-16,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,17.8,3.8,10.8,1.8,28.0,11.0
2025-06-17,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.4,4.3,11.4,3.9,22.6,7.6
2025-06-18,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,14.2,8.7,11.5,2.6,12.5,10.2
2025-06-19,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,14.1,5.2,9.6,0.0,18.7,7.3
2025-06-20,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.3,11.3,15.3,0.0,29.9,14.2
2025-06-21,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.7,11.5,15.1,8.9,10.9,6.1
2025-06-22,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.3,9.7,12.5,8.7,20.0,12.3
2025-06-23,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,9.1,3.4,6.3,0.7,31.8,8.9
2025-06-24,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.3,10.9,15.6,3.1,34.0,11.3
2025-06-25,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,16.4,5.5,11.0,0.0,20.8,4.1
2025-06-26,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.3,13.9,17.1,0.8,15.6,9.5
2025-06-27,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,25.7,13.3,19.5,2.9,34.2,10.9
2025-06-28,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,24.5,11.0,17.7,0.8,16.6,14.9
2025-06-29,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.7,14.3,17.0,0.0,31.2,14.1
2025-06-30,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.0,4.3,9.7,0.0,37.7,14.7
2025-07-01,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,24.0,14.3,19.1,4.2,35.9,13.1
2025-07-02,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.4,6.1,12.8,1.3,16.9,4.4
2025-07-03,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,15.0,3.0,9.0,0.0,20.2,11.7
2025-07-04,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,11.0,2.8,6.9,5.3,19.6,10.5
2025-07-05,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,24.7,13.5,19.1,1.6,17.0,3.3
2025-07-06,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,18.5,13.3,15.9,1.2,38.2,12.6
2025-07-07,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,23.5,15.0,19.2,4.2,33.0,7.8
2025-07-08,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.5,8.2,13.9,0.0,22.6,11.9
2025-07-09,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,11.2,5.1,8.2,5.4,20.6,6.4
2025-07-10,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,13.2,5.9,9.5,0.9,21.5,11.2
2025-07-11,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.3,4.8,12.1,1.7,33.6,4.1
2025-07-12,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,21.2,7.4,14.3,0.9,28.4,5.0
2025-07-13,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,22.2,14.9,18.5,3.0,38.3,10.8
2025-07-14,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.0,9.9,15.0,0.0,16.6,5.2
2025-07-15,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.6,12.1,16.4,0.0,11.7,14.6
2025-07-16,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,27.8,13.5,20.6,5.3,30.9,4.8
2025-07-17,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,19.9,12.6,16.2,0.0,16.7,9.4
2025-07-18,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,20.5,9.7,15.1,0.0,36.7,14.5
2025-07-19,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,26.3,13.2,19.8,0.0,29.7,9.6
2025-07-20,ALM01,ESTACION_ALMERIA_1,ALMERIA,36.7491,-2.2464,12.2,3.1,7.7,0.0,31.7,9.0
